,{'max_depth': 5},{'max_depth': 7},{'max_depth': 9}
artificial.66,3.0436598680955343e-05,3.0437659917226357e-05,3.0437659917226357e-05
artificial.67,3.240813545656394e-05,6.720308970409116e-05,6.720308970409116e-05
artificial.68,0.0,0.0,0.0
artificial.69,2.264275053077901e-06,2.264275053077901e-06,2.264275053077901e-06
artificial.70,0.0,3.2360131604920435e-06,3.2360131604920435e-06
artificial.71,0.0,1.5057610329475476e-05,1.5057610329475476e-05
artificial.72,2.18051840864695e-06,2.18051840864695e-06,2.18051840864695e-06
artificial.73,0.0,0.0,0.0
artificial.74,1.4560432614578905e-05,1.4523260030387484e-05,1.4523260030387484e-05
artificial.75,4.4680717718190326e-05,4.4680717718190326e-05,4.4680717718190326e-05
artificial.76,0.0,0.0,0.0
artificial.77,0.0,0.0,0.0
artificial.78,1.9403328371869388e-06,1.9403328371869388e-06,1.9403328371869388e-06
artificial.79,0.0,0.0,0.0
artificial.80,2.598823380258955e-06,5.036709512108225e-06,5.036709512108225e-06
artificial.81,0.0,0.0,0.0
artificial.82,9.44726706092236e-06,2.9428413273705646e-05,2.9428413273705646e-05
artificial.83,3.981290531363996e-05,3.9807731135297176e-05,3.9807731135297176e-05
artificial.84,7.572600608755268e-05,7.572600608755268e-05,7.572600608755268e-05
artificial.85,6.919714734363368e-06,1.8591561685522534e-05,1.8591561685522534e-05
artificial.86,0.00017703187696882787,0.00017799943815697996,0.00017799943815698002
artificial.87,1.9999480756654463e-05,2.2219895259648257e-05,2.2219895259648257e-05
artificial.88,2.329101195677745e-05,2.3243497208988135e-05,2.3243497208988135e-05
artificial.89,1.0220062272570742e-05,1.0220062272570742e-05,1.0220062272570742e-05
artificial.90,2.689823753174409e-06,2.689823753174409e-06,2.689823753174409e-06
artificial.91,0.0,0.0,0.0
artificial.92,0.0,0.0,0.0
artificial.93,0.0,0.0,0.0
artificial.94,3.0215050693320867e-06,3.0215050693320867e-06,3.0215050693320867e-06
artificial.95,4.866601553629309e-05,5.107316500778644e-05,5.107316500778644e-05
artificial.96,0.0,0.0,0.0
artificial.97,4.935428520241305e-05,4.9360338030151764e-05,6.233585221583367e-05
artificial.98,5.139500195972078e-05,4.835308353725117e-05,4.835308353725117e-05
artificial.99,5.941937554749407e-05,5.914718620947128e-05,5.916547859693333e-05
artificial.100,0.0,0.0,0.0
artificial.101,8.628740687911195e-06,8.425351109674636e-06,8.425351109674636e-06
artificial.102,0.0,0.0,0.0
artificial.103,1.6157098552108993e-05,1.6143199079603135e-05,1.6143199079603135e-05
artificial.104,1.5770489519950874e-05,1.5770489519950874e-05,1.5770489519950874e-05
artificial.105,2.0402428505610578e-05,2.0402478299337496e-05,2.0402478299337496e-05
artificial.106,2.06899791912905e-05,2.06899791912905e-05,2.06899791912905e-05
artificial.107,1.9115495829506653e-05,1.9115495829506653e-05,1.9115495829506653e-05
artificial.108,7.264310460767096e-06,7.165393757662261e-06,7.165393757662261e-06
artificial.109,1.9175594269118265e-05,1.9175594269118265e-05,1.9175594269118265e-05
artificial.110,1.1112228887805442e-05,1.1079147530422212e-05,1.1079147530422212e-05
artificial.111,0.0,0.0,0.0
artificial.112,1.3801997723859694e-05,2.1106340485659747e-06,2.1106340485659747e-06
artificial.113,4.12967253720375e-05,4.1331371650145535e-05,4.1331371650145535e-05
artificial.114,2.6506527293144196e-05,2.6498785433284946e-05,2.6498785433284946e-05
artificial.115,3.3642040895742856e-06,3.288363461937527e-06,3.288363461937527e-06
artificial.116,2.4845740895881016e-06,2.3881498660047117e-05,2.3881498660047117e-05
artificial.117,3.402809271143764e-05,3.397003929578846e-05,3.397003929578846e-05
artificial.118,2.0725586996499285e-06,2.0725586996499285e-06,2.0725586996499285e-06
artificial.119,2.4795463503250228e-05,2.2258253378825275e-05,2.2258253378825275e-05
artificial.120,6.19321193623719e-05,6.19225367055211e-05,6.19225367055211e-05
artificial.121,0.0,0.0,0.0
artificial.122,5.5425230377816086e-05,5.244254023670626e-05,5.244254023670626e-05
artificial.123,1.8350988711972502e-05,3.150681692234921e-05,3.150681692234921e-05
artificial.124,2.0503793215870815e-05,2.0503793215870815e-05,2.0503793215870815e-05
artificial.125,0.0,0.0,0.0
artificial.126,0.0,0.0,0.0
artificial.127,0.0,0.0,0.0
artificial.128,0.0,0.0,0.0
artificial.129,7.166888248785362e-06,6.809250419343364e-06,6.809250419343364e-06
artificial.130,7.570021277854195e-05,7.73559379524943e-05,7.73559379524943e-05
artificial.131,2.6866553300933223e-06,2.6866553300933223e-06,2.6866553300933223e-06
artificial.132,0.0,0.0,0.0
artificial.133,1.0937361405940465e-05,4.749356457958364e-05,4.749356457958364e-05
artificial.134,4.566410213037147e-05,4.1339326873566e-05,4.1339326873566e-05
artificial.135,0.0,0.0,0.0
artificial.136,2.1453247358858893e-05,7.369369736404979e-06,7.369369736404979e-06
artificial.137,1.515933125765221e-05,2.3990677650658548e-05,2.3990677650658548e-05
artificial.138,3.3562457498681008e-06,3.3562457498681008e-06,3.3562457498681008e-06
artificial.139,2.430093748458882e-06,2.430899269458012e-06,2.430899269458012e-06
artificial.140,1.325001087213075e-06,1.325001087213075e-06,1.325001087213075e-06
artificial.141,0.0,0.0,0.0
artificial.142,3.0135925423144388e-05,3.0135925423144388e-05,3.0135925423144388e-05
artificial.143,0.0,0.0,0.0
artificial.144,1.1636640107889493e-05,1.1636640107889493e-05,1.1636640107889493e-05
artificial.145,2.5228679685070728e-06,2.5229377448820164e-06,2.5229377448820164e-06
artificial.146,2.9315301961193047e-06,2.9272017758094487e-06,2.9272017758094487e-06
artificial.147,0.0,0.0,0.0
artificial.148,2.383019132373796e-06,2.383019132373796e-06,2.383019132373796e-06
artificial.149,0.0,3.4558573779913615e-06,0.0
artificial.150,3.0922661181813855e-05,3.1114219078475156e-05,3.1114219078475156e-05
artificial.151,4.067592575068652e-06,3.682020325531997e-06,3.682020325531997e-06
artificial.152,3.859619942270242e-06,3.968303790539699e-06,3.968303790539699e-06
artificial.153,0.0,0.0,0.0
artificial.154,3.4083045153503094e-05,3.407879815220605e-05,3.407879815220606e-05
artificial.155,0.0,0.0,0.0
artificial.156,7.665518965258115e-06,1.7279588092475117e-05,1.7279588092475117e-05
artificial.157,0.0,0.0,0.0
artificial.158,1.0627610409457704e-05,8.015471811393704e-06,8.015471811393704e-06
artificial.159,2.7069289021635476e-05,2.7069289021635476e-05,2.7008792062940206e-05
artificial.160,3.467341790905824e-06,1.3215155113670133e-05,0.0
artificial.161,5.328172291528955e-06,4.909808417504125e-06,4.909808417504125e-06
artificial.162,0.0,0.0,0.0
artificial.163,1.6071281253269344e-05,1.606766314425051e-05,1.606766314425051e-05
artificial.164,0.0,0.0,0.0
artificial.165,3.968940619266875e-05,4.5884234661327956e-05,4.5884234661327956e-05
artificial.166,7.619899608201002e-06,7.615092612342429e-06,7.615092612342429e-06
artificial.167,1.982349685180145e-05,1.987314899741961e-05,1.987314899741961e-05
artificial.168,0.0,3.2232860683926696e-06,3.2232860683926696e-06
artificial.169,5.447892205706926e-06,5.446420761868738e-06,5.446420761868738e-06
artificial.170,2.2734566767730193e-05,2.2734566767730193e-05,2.2734566767730193e-05
artificial.171,1.726038990872137e-05,1.7259977570030908e-05,1.7259977570030908e-05
artificial.172,7.92328881686637e-06,7.92328881686637e-06,7.92328881686637e-06
artificial.173,1.8780744188217705e-05,3.688185989775233e-05,4.0117677689181074e-05
artificial.174,4.078464001901632e-05,3.7677085878075246e-05,3.7677085878075246e-05
artificial.175,4.1118810218651375e-05,3.060418101921291e-05,3.060418101921291e-05
artificial.176,1.4684998642449508e-05,1.4684998642449508e-05,1.4684998642449508e-05
artificial.177,5.892251920386967e-06,4.935974249361091e-06,4.91107308215281e-06
artificial.178,6.033194797894931e-05,5.9551485734706756e-05,5.9551485734706756e-05
artificial.179,7.613710639007524e-07,7.813095132485862e-07,7.813095132485862e-07
artificial.180,1.2602878564468086e-05,1.238322821949541e-05,3.443849558221927e-05
artificial.181,2.4181234485006886e-05,2.4181234485006886e-05,2.4181234485006886e-05
artificial.182,8.520381549506042e-06,8.520381549506042e-06,8.520381549506042e-06
artificial.183,0.0,0.0,0.0
artificial.184,0.0,0.0,0.0
artificial.185,0.0,0.0,0.0
artificial.186,0.0,0.0,0.0
artificial.187,9.296724214954405e-06,9.010576751348313e-06,9.010576751348313e-06
artificial.188,0.0,0.0,0.0
artificial.189,2.3725554642986996e-06,2.336582233904608e-06,2.336582233904608e-06
artificial.190,5.054704574367105e-06,5.066218069638592e-06,5.066218069638592e-06
artificial.191,3.8151163531024044e-05,4.124358385698638e-05,4.124358385698638e-05
artificial.192,0.0,0.0,0.0
artificial.193,0.0,0.0,0.0
artificial.194,0.0,0.0,0.0
artificial.195,3.319620554648818e-05,3.219754411412315e-05,3.219754411412315e-05
artificial.196,2.255116799040409e-05,2.187427089366941e-05,2.187427089366941e-05
artificial.197,0.0,0.0,0.0
artificial.198,0.0,0.0,0.0
artificial.199,0.0,0.0,0.0
artificial.200,1.16147476282098e-05,1.160519557743312e-05,1.160519557743312e-05
artificial.201,8.359240225238868e-06,8.359240225238868e-06,8.359240225238868e-06
artificial.202,0.0,0.0,0.0
artificial.203,1.276973705696831e-05,1.276973705696831e-05,1.276973705696831e-05
artificial.204,2.3776663254880163e-05,2.3776663254880163e-05,2.3776663254880163e-05
artificial.205,6.358790025971421e-06,1.4060758232702468e-05,1.4060758232702468e-05
artificial.206,0.0,0.0,0.0
artificial.207,3.198803318811826e-05,3.1833920125975986e-05,3.1833920125975986e-05
artificial.208,3.717837398114732e-05,3.717837398114732e-05,3.717837398114732e-05
artificial.209,2.1971364381489127e-05,2.1843610024033367e-05,2.1726248037283758e-05
artificial.210,0.0,0.0,0.0
artificial.211,1.8556891470989496e-05,2.157038930979296e-05,2.157038930979296e-05
artificial.212,0.0,0.0,0.0
artificial.213,1.6152551247948436e-05,1.595973646663321e-05,1.595973646663321e-05
artificial.214,2.086077780570615e-05,2.0281203352343056e-05,2.0281203352343056e-05
artificial.215,3.3880958123606377e-06,3.39361154612432e-06,3.39361154612432e-06
artificial.216,4.545473892697593e-06,4.4961413382444154e-06,4.4961413382444154e-06
artificial.217,9.428181726524101e-06,9.409692640405378e-06,9.409692640405378e-06
artificial.218,0.0,0.0,0.0
artificial.219,2.1911731672947684e-06,2.1911731672947684e-06,2.1911731672947684e-06
artificial.220,0.0,0.0,0.0
artificial.221,0.0,0.0,0.0
artificial.222,0.0,0.0,0.0
artificial.223,1.1737479135245496e-05,2.236817818104827e-05,2.236817818104827e-05
artificial.224,0.0,0.0,0.0
artificial.225,0.0,0.0,0.0
artificial.226,0.0,5.97504155008115e-06,5.97504155008115e-06
artificial.227,1.9697692388433007e-06,1.9697692388433007e-06,1.9507398169062247e-06
artificial.228,0.0,0.0,0.0
artificial.229,0.0,0.0,0.0
artificial.230,3.3519039350804206e-05,2.8952467746956527e-05,2.8952467746956527e-05
artificial.231,7.160705192346244e-05,6.775928678334151e-05,6.775928678334151e-05
artificial.232,0.0,0.0,0.0
artificial.233,2.7766580291185873e-06,2.7766580291185873e-06,2.7766580291185873e-06
artificial.234,0.0,0.0,0.0
artificial.235,0.0,0.0,0.0
artificial.236,0.00010861453248886424,0.00011133798058802645,0.00011133798058802645
artificial.237,2.540929955402949e-05,2.540929955402949e-05,2.540929955402949e-05
artificial.238,0.0,0.0,0.0
artificial.239,2.830709456951526e-06,2.830709456951526e-06,2.830709456951526e-06
artificial.240,1.2144358323392296e-05,1.2144358323392296e-05,1.2144358323392296e-05
artificial.241,6.534933015273874e-05,6.533081969242457e-05,6.533081969242457e-05
artificial.242,0.0,0.0,0.0
artificial.243,9.241649181912928e-06,9.234894761810183e-06,9.234894761810183e-06
artificial.244,1.881677979186677e-05,1.881677979186677e-05,1.881677979186677e-05
artificial.245,5.231143646207467e-05,5.231143646207467e-05,5.231143646207467e-05
artificial.246,4.424141407232878e-06,4.424141407232878e-06,4.424141407232878e-06
artificial.247,6.0848406558410646e-05,6.29763006389043e-05,6.29763006389043e-05
artificial.248,1.5112918762122461e-05,2.17227669875445e-05,2.171703231949729e-05
artificial.249,7.94808431064306e-05,8.219492570286925e-05,8.219492570286925e-05
artificial.250,3.718159064318365e-05,1.0405126080404546e-05,1.0405126080404546e-05
artificial.251,0.0,0.0,0.0
artificial.252,1.0494285575079673e-05,1.4076207864733722e-05,1.4076207864733722e-05
artificial.253,3.6260085634585694e-05,3.183520321732046e-05,3.183520321732046e-05
artificial.254,0.0,0.0,0.0
artificial.255,0.0,0.0,0.0
artificial.256,7.300656261271845e-06,1.661527511812881e-05,1.661527511812881e-05
artificial.257,5.31368181824635e-07,5.31368181824635e-07,5.31368181824635e-07
artificial.258,0.0,0.0,0.0
artificial.259,3.575085635442038e-06,3.575085635442038e-06,3.575085635442038e-06
artificial.260,3.034897249141328e-06,3.034897249141328e-06,3.034897249141328e-06
artificial.261,0.0,0.0,0.0
artificial.262,5.685633749882313e-05,5.9352369182433996e-05,5.9352369182433996e-05
artificial.263,4.9630673144723045e-05,4.662945088283763e-05,4.662945088283763e-05
artificial.264,2.139051487700246e-05,2.2090573453359556e-05,2.2090573453359556e-05
artificial.265,5.593937576112282e-06,5.595739074787691e-06,5.595739074787691e-06
artificial.266,4.692557305616756e-05,4.938057508313479e-05,4.938057508313479e-05
artificial.267,1.4507146026152989e-05,1.4507146026152989e-05,1.4507146026152989e-05
artificial.268,3.4977514092004487e-06,3.497765397022853e-06,3.497765397022853e-06
artificial.269,2.0999314254440765e-05,4.769614474977518e-06,4.769614474977518e-06
artificial.270,4.471081540974122e-05,4.471081540974122e-05,4.471081540974122e-05
artificial.271,3.432783326118649e-05,4.63949504016864e-05,4.63949504016864e-05
artificial.272,8.786736171346153e-07,8.786736171346153e-07,8.786736171346153e-07
artificial.273,1.6191130286534607e-05,1.9242040775841054e-05,1.9242040775841054e-05
artificial.274,0.0,0.0,0.0
artificial.275,0.0,0.0,0.0
artificial.276,5.786285932600155e-06,7.335554908674952e-06,7.335554908674952e-06
artificial.277,0.0,0.0,0.0
artificial.278,0.0,0.0,0.0
artificial.279,0.0,0.0,0.0
artificial.280,0.0,0.0,0.0
artificial.281,0.0001248544246952723,0.00012478319013255757,0.00012478319013255757
artificial.282,7.91261805285052e-06,7.978088888064746e-06,7.978088888064746e-06
artificial.283,1.9404992801240554e-06,1.9446334385691955e-06,9.449954876026819e-06
artificial.284,1.8517096295540097e-05,2.0982562244036186e-05,2.0982562244036186e-05
artificial.285,2.2349614740782634e-05,2.117855128417083e-05,2.117855128417083e-05
artificial.286,9.80358042920741e-06,9.80358042920741e-06,9.80358042920741e-06
artificial.287,2.5815579622535836e-06,2.5815579622535836e-06,2.5815579622535836e-06
artificial.288,0.0,0.0,0.0
artificial.289,4.445138918348128e-05,3.0243667179477563e-05,3.310811839996376e-05
artificial.290,0.0,0.0,0.0
artificial.291,0.0,0.0,0.0
artificial.292,0.0,0.0,0.0
artificial.293,1.4269699369705138e-05,1.4268045916763872e-05,1.4268045916763872e-05
artificial.294,1.0463103359171463e-05,1.2244642193378108e-05,1.2244642193378108e-05
artificial.295,1.4597871105980688e-05,4.203590421358613e-05,4.203590421358613e-05
artificial.296,0.0,0.0,0.0
artificial.297,6.232559611929624e-06,6.232542176724608e-06,6.232542176724608e-06
artificial.298,2.552736282470614e-06,2.557836165327092e-06,2.557836165327092e-06
artificial.299,2.6591612603550516e-06,2.6591612603550516e-06,2.6591612603550516e-06
artificial.300,0.00010742403169142933,0.0001073843272923977,0.0001073843272923977
artificial.301,0.0,0.0,0.0
artificial.302,5.481399018549589e-06,5.494831264494357e-06,5.494831264494357e-06
artificial.303,2.2862910618306115e-05,2.6300735580337647e-05,2.6300735580337647e-05
artificial.304,3.330311242587753e-06,1.952887730070081e-05,1.9528877300700805e-05
artificial.305,0.0,0.0,0.0
artificial.306,0.0,0.0,0.0
artificial.307,1.4935279871276689e-05,5.1203061255245665e-05,5.121154756140112e-05
artificial.308,2.1202210787793695e-05,2.1202210787793695e-05,2.1202210787793695e-05
artificial.309,3.323405435280111e-05,3.321389142259982e-05,3.321389142259982e-05
artificial.310,4.0302227434654785e-06,4.030222743465479e-06,4.030222743465479e-06
artificial.311,2.8134730340809036e-06,2.8134730340809036e-06,2.8134730340809036e-06
artificial.312,0.0,0.0,0.0
artificial.313,2.116381518207465e-05,2.114230979315135e-05,2.114230979315135e-05
artificial.314,2.8015889422244323e-06,2.8045616600431136e-06,2.8045616600431136e-06
artificial.315,1.9959483992571823e-05,1.921524056596477e-05,1.921524056596477e-05
artificial.316,5.042344139124819e-05,5.03830423373509e-05,5.03830423373509e-05
artificial.317,0.0,0.0,0.0
artificial.318,0.0,0.0,0.0
artificial.319,0.0,0.0,0.0
artificial.320,3.4333757251981096e-05,8.062315616464559e-05,8.062315616464559e-05
artificial.321,0.0,0.0,0.0
artificial.322,1.1982154932998573e-05,1.2473543734019178e-05,1.2473543734019178e-05
artificial.323,0.0,8.912030337294914e-06,8.912030337294914e-06
artificial.324,1.83587745186851e-05,1.83587745186851e-05,1.83587745186851e-05
artificial.325,5.873324325508109e-05,4.472462242353384e-05,4.472462242353384e-05
artificial.326,0.0,0.0,0.0
artificial.327,1.9346937738971066e-05,1.934693773897107e-05,1.934693773897107e-05
artificial.328,0.0,0.0,0.0
artificial.329,0.0,0.0,0.0
artificial.330,4.000458167148648e-05,4.432936149256063e-05,4.432936149256063e-05
artificial.331,0.0,0.0,0.0
artificial.332,0.0,0.0,0.0
artificial.333,2.5077055150014662e-05,2.447134285821924e-05,2.447134285821924e-05
artificial.334,1.2592686192428578e-05,1.2592686192428578e-05,1.2592686192428578e-05
artificial.335,0.0,0.0,0.0
artificial.336,3.0439929714719495e-05,3.0273223387008123e-05,3.0273223387008123e-05
artificial.337,2.9360070511326304e-05,2.9360966328876503e-05,2.9360966328876503e-05
artificial.338,5.5116274072460425e-05,5.5116274072460425e-05,5.5116274072460425e-05
artificial.339,0.0,0.0,0.0
artificial.340,1.156402156039421e-05,1.1289320315395994e-05,1.1289320315395994e-05
artificial.341,7.871509134131793e-05,7.893764574626693e-05,7.893764574626693e-05
artificial.342,1.1375391694220734e-05,1.1373000919207033e-05,1.1373000919207033e-05
artificial.343,0.0,0.0,0.0
artificial.344,9.55147395831156e-05,6.025747762493179e-05,6.025747762493179e-05
artificial.345,5.4028943979643393e-05,5.4028943979643393e-05,5.4028943979643393e-05
artificial.346,1.5664603929787345e-05,1.5365175401011918e-05,1.5365175401011914e-05
artificial.347,0.0,0.0,0.0
artificial.348,7.959980220403156e-05,7.253797344199787e-05,7.253797344199787e-05
artificial.349,0.0,0.0,0.0
artificial.350,1.2998372692702817e-05,1.7098405617894175e-06,1.7098405617894175e-06
artificial.351,1.4202021140462852e-05,2.369856988289775e-05,2.369856988289775e-05
artificial.352,1.4439293539241405e-05,1.3306969068597695e-05,1.3306969068597695e-05
artificial.353,5.463017176520804e-05,5.704571704640094e-05,5.704571704640094e-05
artificial.354,1.522608999083108e-05,1.522608999083108e-05,1.522608999083108e-05
artificial.355,5.0563175434167665e-06,5.057051777215947e-06,5.057051777215947e-06
artificial.356,0.0,0.0,0.0
artificial.357,5.307460655297454e-06,7.771084534999659e-06,7.771084534999659e-06
artificial.358,3.785188955601547e-06,3.785188955601547e-06,3.785188955601547e-06
artificial.359,0.0,0.0,0.0
artificial.360,0.0,0.0,0.0
artificial.361,1.4963850245426494e-05,3.0515727092284843e-06,3.0515727092284843e-06
artificial.362,1.545662464739464e-05,2.0693896243515407e-05,2.0693896243515407e-05
artificial.363,0.0,5.647666452879198e-06,5.647666452879198e-06
artificial.364,0.0,0.0,0.0
artificial.365,0.0,0.0,0.0
artificial.366,5.1855468341629886e-05,1.6676138337888787e-05,1.6676138337888787e-05
artificial.367,0.0,0.0,0.0
artificial.368,0.0,0.0,0.0
artificial.369,1.8128668707140334e-05,1.799801400805916e-05,1.799801400805916e-05
artificial.370,2.1033462332964793e-05,2.150197882431495e-05,2.150197882431495e-05
artificial.371,0.0,0.0,0.0
artificial.372,4.304799100150217e-05,4.253581917416022e-05,4.253581917416021e-05
artificial.373,0.0,0.0,0.0
artificial.374,1.1268757652441031e-05,1.1188731069547524e-05,1.1188731069547524e-05
artificial.375,0.0,0.0,0.0
artificial.376,2.3700774258484454e-05,2.370638341681434e-05,2.370638341681434e-05
artificial.377,8.920504195552179e-05,8.847631908283978e-05,8.847631908283978e-05
artificial.378,0.0,0.0,0.0
artificial.379,2.3882314731051218e-05,2.2696782994045232e-05,2.2641879886263543e-05
artificial.380,0.0,0.0,0.0
artificial.381,9.649418329000397e-06,9.649418329000396e-06,9.649418329000396e-06
artificial.382,3.1201616520254e-05,2.8020374375371378e-05,2.8020374375371378e-05
artificial.383,4.666199169374689e-05,4.676696933505522e-05,4.676696933505522e-05
artificial.384,8.934489804837197e-06,8.934489804837195e-06,8.934489804837195e-06
artificial.385,1.630648651840522e-05,1.630648651840522e-05,1.630648651840522e-05
artificial.386,1.4499130772442806e-05,4.495134737807145e-05,4.175979405384736e-05
artificial.387,0.0,0.0,0.0
artificial.388,2.0839093174689994e-05,2.0849850091638392e-05,2.0849850091638392e-05
artificial.389,9.183629661492813e-06,1.1781027098576266e-05,1.1781027098576266e-05
artificial.390,0.0,0.0,0.0
artificial.391,2.5410746118410716e-05,2.483565911173164e-05,2.4801829437562743e-05
artificial.392,2.4019434347943092e-05,2.40330237238205e-05,2.40330237238205e-05
artificial.393,2.4823239749845596e-05,2.46436381089353e-05,2.46436381089353e-05
artificial.394,7.241981028130358e-06,1.2570320731704164e-05,1.2570320731704164e-05
artificial.395,0.0,0.0,0.0
artificial.396,7.804852665309351e-06,2.3850952828442337e-05,2.3653075293811135e-05
artificial.397,4.43375910616725e-06,4.5586102596915955e-06,4.5586102596915955e-06
artificial.398,0.0,0.0,0.0
artificial.399,5.170319439216017e-06,5.21841236485095e-06,5.21841236485095e-06
artificial.400,1.5228321726077816e-06,1.5228321726077816e-06,1.5228321726077816e-06
artificial.401,4.187232800722498e-05,4.186555403489739e-05,4.186555403489739e-05
artificial.402,0.0,0.0,0.0
artificial.403,0.0,0.0,0.0
artificial.404,0.0,0.0,0.0
artificial.405,1.271209232807317e-05,1.2857153976515309e-05,1.2857153976515309e-05
artificial.406,0.0,0.0,0.0
artificial.407,1.811860040175781e-05,2.0159330704010598e-05,2.0159330704010598e-05
artificial.408,0.0,0.0,0.0
artificial.409,1.5030241851189945e-05,1.4639372328545819e-05,1.4639372328545819e-05
artificial.410,8.426457253958433e-06,1.2750747696418912e-05,1.2750747696418912e-05
artificial.411,2.0734679704429298e-05,2.0690008130691897e-05,2.0690008130691897e-05
artificial.412,2.5510662931293253e-05,2.5592124944760438e-05,2.5592124944760438e-05
artificial.413,3.3897696620107853e-06,3.3811676080026357e-06,3.3811676080026357e-06
artificial.414,4.289255206701197e-05,4.5844397379361625e-05,4.5844397379361625e-05
artificial.415,5.8734389212361075e-05,6.140628494904041e-05,6.140628494904041e-05
artificial.416,0.0,0.0,0.0
artificial.417,4.765080391942723e-05,4.801315599752681e-05,4.801315599752681e-05
artificial.418,1.2446341518476877e-05,1.1777544273925834e-05,1.1777544273925834e-05
artificial.419,0.0,0.0,0.0
artificial.420,1.2578712268491202e-05,1.2570756820893258e-05,1.2570756820893258e-05
artificial.421,0.0,0.0,0.0
artificial.422,2.987325131149268e-06,2.987325131149268e-06,2.987325131149268e-06
artificial.423,3.0152743336421965e-05,3.0166663464129046e-05,3.0166663464129046e-05
artificial.424,1.5221359003492777e-05,1.5215304562483842e-05,1.5215304562483842e-05
